student_id,full_name,gender,major,overall_average_score,overall_attendance_percentage,course_count,failed_courses
1727,Edgar Poole,Male,Physics,91.05,73.59,18,0
9839,Nadeesha Jayasinghe,Female,Mathematics,91.05,73.47,22,0
3717,Nadeesha Peiris,Female,Biology,91.03,69.14,24,0
3664,Madhavi Wijesinghe,Female,Computer Science,91.02,69.83,21,0
6287,Tharindu Madushanka,Male,Mathematics,91.01,72.7,24,0
9696,Naveen Wijesinghe,Male,Computer Science,91.01,68.3,23,0
3461,Tharindu Wijesinghe,Male,Biology,91.0,76.73,23,0
4975,Kasun Perera,Male,Mathematics,91.0,69.16,26,0
2344,Cynthia White,Female,Computer Science,90.99,68.82,27,0
8845,Chamara Madushanka,Male,Physics,90.98,72.64,20,0
7882,Sashini Fernando,Female,Physics,90.98,66.86,19,0
6783,Ravindu Perera,Male,Computer Science,90.97,73.23,22,0
3952,Sachini Senanayake,Female,Mathematics,90.97,71.19,19,0
3583,Shehan Senanayake,Male,Biology,90.97,70.76,26,0
2506,William Ramirez,Female,Computer Science,90.97,70.32,22,0
6989,Kasun Ekanayake,Male,Physics,90.95,73.46,16,0
3742,Supun Ranatunga,Male,Computer Science,90.94,73.31,19,0
8605,Sahan Ekanayake,Male,Mathematics,90.93,75.71,16,0
9452,Ayesh Ekanayake,Male,Biology,90.93,66.55,22,0
8551,Madhavi Rajapaksha,Female,Computer Science,90.93,66.12,18,0
10344,Sahan Dias,Male,Physics,90.93,64.79,19,0
8020,Amal Silva,Male,Mathematics,90.92,72.71,19,0
3458,Lahiru Herath,Male,Computer Science,90.92,70.75,24,0
7911,Chamara Jayasinghe,Male,Physics,90.91,71.56,21,0
2315,Travis Gonzalez,Male,Physics,90.9,70.15,24,0
2820,Brenda Bailey,Male,Biology,90.9,68.43,19,0
4201,Dinithi Ekanayake,Female,Biology,90.89,70.62,20,0
5435,Ishani Fernando,Female,Computer Science,90.87,71.44,24,0
3780,Nimal Perera,Male,Mathematics,90.87,70.91,23,0
1452,Brian Brown,Female,Physics,90.86,70.28,20,0
7065,Rashmi Jayasinghe,Female,Computer Science,90.86,68.55,25,0
5638,Sashini Fernando,Female,Physics,90.86,67.74,23,0
6654,Supun Rajapaksha,Male,Biology,90.85,69.48,23,0
8026,Madhavi Fernando,Female,Biology,90.85,68.03,22,0
4788,Tharushi Gunawardena,Female,Computer Science,90.84,78.97,17,0
2012,Anthony Anderson,Male,Biology,90.84,61.06,22,0
9632,Ayesh Madushanka,Male,Physics,90.82,70.95,20,0
10580,Sashini Herath,Female,Mathematics,90.82,61.04,22,0
8479,Sahan Ranatunga,Male,Biology,90.81,64.1,21,0
4654,Chamara Perera,Male,Biology,90.8,71.6,21,0
6691,Sanduni Ranatunga,Female,Computer Science,90.8,70.26,20,0
4292,Sahan Wijesinghe,Male,Computer Science,90.8,66.88,23,0
8959,Lahiru Perera,Male,Physics,90.79,71.25,22,0
9360,Ishara Dias,Male,Biology,90.78,74.29,17,0
9081,Naveen Gunawardena,Male,Biology,90.78,68.8,21,0
3239,Sanduni Madushanka,Female,Biology,90.77,73.08,21,0
6123,Kavindi Abeysekera,Female,Physics,90.77,68.18,22,0
6224,Sachini Peiris,Female,Mathematics,90.76,71.14,20,0
9879,Sahan Fernando,Male,Biology,90.76,67.13,22,0
10260,Chamara Madushanka,Male,Biology,90.76,67.03,20,0
2120,Patricia Brandt,Female,Physics,90.75,74.7,22,0
7178,Tharushi Jayasinghe,Female,Mathematics,90.75,74.2,16,0
5914,Naveen Silva,Male,Physics,90.75,73.56,20,0
7405,Ishani Gunawardena,Female,Mathematics,90.75,70.82,19,0
8692,Shehan Senanayake,Male,Biology,90.74,74.88,21,0
4136,Ishara Dias,Male,Physics,90.74,70.05,20,0
6463,Kusal Herath,Male,Computer Science,90.74,69.31,20,0
4066,Ravindu Abeysekera,Male,Biology,90.74,63.6,21,0
5698,Piumi Madushanka,Female,Physics,90.73,68.87,23,0
7916,Lahiru Perera,Male,Physics,90.73,64.68,23,0
1521,Heather Cooper,Male,Physics,90.72,75.16,21,0
2999,Briana Bailey,Male,Physics,90.72,74.02,19,0
8072,Rashmi Herath,Female,Computer Science,90.72,72.53,22,0
3992,Piumi Ekanayake,Female,Computer Science,90.72,70.27,21,0
6561,Lahiru Abeysekera,Male,Biology,90.72,69.27,25,0
2800,Mariah Harris,Female,Computer Science,90.72,68.66,20,0
5861,Naveen Perera,Male,Biology,90.71,74.3,18,0
2208,Randy Meyer,Male,Physics,90.71,70.01,20,0
3179,Nadeesha Senanayake,Female,Mathematics,90.71,67.76,20,0
8700,Nethmi Fernando,Female,Computer Science,90.71,67.33,18,0
9032,Ayesh Peiris,Male,Biology,90.7,70.66,24,0
9738,Kavindi Rajapaksha,Female,Physics,90.7,67.08,23,0
6263,Hiruni Senanayake,Female,Computer Science,90.69,71.28,25,0
4966,Sanduni Jayasinghe,Female,Biology,90.69,70.46,22,0
2847,Alan Peterson,Male,Mathematics,90.69,68.89,18,0
1466,Yolanda Nelson,Male,Mathematics,90.69,67.67,20,0
4866,Hiruni Ranatunga,Female,Computer Science,90.68,73.73,21,0
5276,Kavindi Fernando,Female,Physics,90.68,71.28,20,0
1694,Christy Melton,Male,Mathematics,90.67,72.44,22,0
7348,Sashini Perera,Female,Computer Science,90.67,71.92,21,0
5654,Kavindi Fernando,Female,Mathematics,90.67,69.92,23,0
6178,Nethmi Silva,Female,Mathematics,90.67,69.43,21,0
10151,Sahan Dias,Male,Mathematics,90.67,62.17,16,0
7568,Piumi Jayasinghe,Female,Mathematics,90.66,70.75,16,0
4058,Nimal Gunawardena,Male,Physics,90.66,66.09,24,0
7994,Sanduni Gunawardena,Female,Physics,90.64,72.84,23,0
10623,Tharindu Silva,Male,Mathematics,90.64,70.86,22,0
1211,John Duarte,Female,Physics,90.64,68.8,21,0
5511,Ishara Fernando,Male,Physics,90.64,66.94,20,0
2664,Melanie Reed,Female,Computer Science,90.63,69.35,23,0
2372,Joe Carson,Male,Computer Science,90.63,68.47,21,0
6327,Ravindu Wijesinghe,Male,Computer Science,90.62,68.95,22,0
4139,Rashmi Silva,Female,Computer Science,90.62,68.09,20,0
6861,Lahiru Herath,Male,Mathematics,90.61,70.08,20,0
3710,Chamara Jayasinghe,Male,Computer Science,90.61,69.28,21,0
4092,Nimal Gunawardena,Male,Computer Science,90.6,70.49,18,0
4823,Kavindi Ranatunga,Female,Computer Science,90.6,70.01,26,0
4237,Tharindu Jayasinghe,Male,Biology,90.6,69.12,23,0
2949,Walter Francis,Male,Physics,90.59,70.89,23,0
8569,Dinithi Silva,Female,Biology,90.59,69.35,21,0
6362,Ishara Senanayake,Male,Biology,90.58,70.98,23,0
1095,Daniel Petersen,Female,Biology,90.58,68.68,19,0
3257,Rashmi Dias,Female,Physics,90.58,60.28,20,0
4843,Amandi Ranatunga,Female,Biology,90.57,65.82,23,0
2690,Lindsey Lane,Male,Mathematics,90.56,64.07,19,0
6122,Tharindu Fernando,Male,Biology,90.55,73.23,24,0
3597,Kusal Perera,Male,Computer Science,90.55,70.3,22,0
3111,Naveen Peiris,Male,Computer Science,90.55,66.27,21,0
2432,Brandi Cochran,Female,Physics,90.54,71.74,23,0
2457,Selena Nicholson,Female,Biology,90.53,74.25,19,0
10843,Sashini Abeysekera,Female,Computer Science,90.53,67.0,20,0
7173,Piumi Rajapaksha,Female,Physics,90.52,71.45,23,0
5030,Ishani Rajapaksha,Female,Computer Science,90.52,67.69,20,0
5061,Rashmi Gunawardena,Female,Computer Science,90.52,67.63,22,0
7893,Ayesh Wijesinghe,Male,Computer Science,90.52,66.91,20,0
7058,Sashini Dias,Female,Mathematics,90.52,64.65,19,0
7062,Naveen Herath,Male,Computer Science,90.51,69.38,16,0
4895,Piumi Gunawardena,Female,Physics,90.51,64.11,22,0
4829,Shehan Dias,Male,Mathematics,90.5,76.99,20,0
2597,Benjamin Espinoza,Female,Biology,90.5,74.92,20,0
6692,Chamara Abeysekera,Male,Mathematics,90.5,74.26,17,0
9434,Amandi Ranatunga,Female,Mathematics,90.5,72.14,23,0
1667,Hannah Fisher,Female,Biology,90.5,70.32,21,0
10744,Supun Dias,Male,Physics,90.5,68.76,25,0
9173,Ayesh Gunawardena,Male,Mathematics,90.48,69.71,17,0
6596,Dinithi Wijesinghe,Female,Mathematics,90.47,69.07,20,0
5751,Naveen Fernando,Male,Biology,90.47,66.78,21,0
1482,Elijah Lawrence,Male,Mathematics,90.46,72.16,23,0
4192,Rashmi Silva,Female,Biology,90.45,69.55,19,0
5547,Madhavi Gunawardena,Female,Computer Science,90.45,69.28,22,0
10062,Ishara Abeysekera,Male,Mathematics,90.44,72.32,21,0
6996,Sachini Dias,Female,Physics,90.44,70.15,22,0
4751,Kasun Gunawardena,Male,Physics,90.44,67.23,22,0
7416,Dilan Dias,Male,Biology,90.43,72.42,22,0
2969,Sherry Sutton,Female,Physics,90.43,64.92,18,0
3145,Shehan Madushanka,Male,Computer Science,90.42,69.99,23,0
5069,Naveen Jayasinghe,Male,Physics,90.41,67.12,20,0
3991,Amal Ekanayake,Male,Mathematics,90.4,75.19,22,0
6231,Sahan Jayasinghe,Male,Biology,90.4,69.41,20,0
10879,Amandi Abeysekera,Female,Mathematics,90.4,69.13,21,0
6502,Amal Dias,Male,,90.4,67.21,21,0
3790,Sashini Peiris,Female,Biology,90.39,73.53,21,0
5371,Sachini Gunawardena,Female,Biology,90.39,71.61,19,0
6379,Chamara Senanayake,Male,Mathematics,90.39,68.85,20,0
9531,Nadeesha Peiris,Female,Physics,90.38,67.82,24,0
8806,Ravindu Abeysekera,Male,Biology,90.38,63.97,19,0
2734,Lisa Davis,Female,Mathematics,90.37,72.6,19,0
6525,Nadeesha Abeysekera,Female,Mathematics,90.36,68.21,18,0
9719,Shehan Gunawardena,Male,Computer Science,90.36,68.2,21,0
1671,Adam Malone,Male,Physics,90.36,67.12,22,0
7389,Ishara Rajapaksha,Male,Biology,90.35,73.08,22,0
5313,Kusal Madushanka,Male,Biology,90.35,70.62,16,0
10550,Amandi Ranatunga,Female,Biology,90.35,69.95,19,0
10221,Tharindu Jayasinghe,Male,Physics,90.35,68.16,21,0
2401,Whitney Jones,Female,Biology,90.34,77.08,23,0
3307,Piumi Peiris,Female,Mathematics,90.34,76.22,24,0
4787,Amandi Rajapaksha,Female,Mathematics,90.34,70.72,22,0
10609,Nimal Abeysekera,Male,Computer Science,90.34,68.01,23,0
5034,Amal Fernando,Male,Mathematics,90.34,65.39,15,0
1923,Colleen Cuevas,Female,Mathematics,90.33,73.42,19,0
3542,Ishara Rajapaksha,Male,Biology,90.32,72.6,23,0
2302,Stephanie Smith,Male,Biology,90.32,71.41,19,0
3070,Ravindu Rajapaksha,Male,Computer Science,90.32,69.04,22,0
6323,Naveen Ranatunga,Male,Biology,90.31,68.06,20,0
1838,Debra Wallace,Male,Physics,90.31,67.5,23,0
4122,Nethmi Dias,Female,Computer Science,90.29,74.21,20,0
9067,Supun Herath,Male,Physics,90.29,70.42,17,0
6758,Kavindi Fernando,Female,Mathematics,90.29,68.17,20,0
2318,Judy Merritt,Female,Physics,90.29,63.44,23,0
2224,Marcus Mccarthy,Male,Biology,90.28,72.38,24,0
10845,Kusal Gunawardena,Male,Mathematics,90.28,70.67,19,0
1028,Denise Stewart,Male,Physics,90.27,75.92,24,0
5889,Tharindu Dias,Male,Mathematics,90.27,71.23,21,0
4859,Naveen Fernando,Male,Physics,90.27,68.19,19,0
7006,Rashmi Silva,Female,Biology,90.26,75.99,25,0
10370,Tharushi Jayasinghe,Female,Computer Science,90.26,71.21,21,0
6204,Dinithi Peiris,Female,Mathematics,90.26,70.26,17,0
6241,Kusal Madushanka,Male,Computer Science,90.26,68.29,22,0
3169,Nethmi Madushanka,Female,Computer Science,90.25,70.88,20,0
6982,Nimal Abeysekera,Male,Biology,90.25,68.62,18,0
5471,Madhavi Dias,Female,Physics,90.25,67.76,21,0
1731,Carrie Kelly,Male,Computer Science,90.24,71.99,23,0
4872,Nethmi Herath,Female,Mathematics,90.23,74.71,21,0
2744,Sara Kelly,Male,Physics,90.23,74.25,18,0
2750,Jennifer King,Female,Mathematics,90.23,71.24,19,0
3652,Chamara Herath,Male,Physics,90.22,76.33,18,0
9040,Sanduni Ekanayake,Female,Biology,90.22,70.38,21,0
4922,Sachini Abeysekera,Female,Computer Science,90.22,67.25,23,0
8124,Ishani Fernando,Female,Computer Science,90.21,66.73,25,0
3539,Lahiru Wijesinghe,Male,Computer Science,90.2,75.55,23,0
8406,Dilini Madushanka,Female,Mathematics,90.2,73.1,22,0
7667,Ishani Wijesinghe,Female,Mathematics,90.2,70.55,20,0
7467,Dilini Fernando,Female,Physics,90.2,69.46,20,0
6597,Dilini Madushanka,Female,Computer Science,90.19,72.16,21,0
9044,Nethmi Dias,Female,Mathematics,90.18,71.29,19,0
3981,Nimal Gunawardena,Male,Physics,90.18,69.97,18,0
10063,Dilan Dias,Male,Computer Science,90.16,70.77,19,0
7366,Kusal Fernando,Male,Biology,90.15,67.62,18,0
1394,Cheryl Miranda,Male,Physics,90.14,74.78,19,0
2737,Rebecca Lin,Male,Physics,90.14,70.56,22,0
8054,Sachini Perera,Female,Physics,90.13,74.19,19,0
9581,Nimal Fernando,Male,Physics,90.13,73.89,21,0
3464,Sahan Wijesinghe,Male,Computer Science,90.13,73.3,25,0
1331,Caitlyn Campos,Male,Computer Science,90.13,72.23,21,0
3022,Chamara Senanayake,Male,Computer Science,90.13,70.93,23,0
10232,Dilini Wijesinghe,Female,Physics,90.11,70.14,17,0
5360,Kasun Wijesinghe,Male,Physics,90.11,69.93,22,0
6262,Sachini Wijesinghe,Female,Computer Science,90.11,69.77,17,0
6963,Supun Ekanayake,Male,Physics,90.11,65.5,22,0
1392,Matthew Fisher,Female,Physics,90.1,72.78,23,0
1451,David Jones,Male,Mathematics,90.1,68.24,23,0
5564,Kasun Jayasinghe,Male,Computer Science,90.09,76.79,25,0
10296,Shehan Perera,Male,Computer Science,90.09,73.94,23,0
7721,Sashini Rajapaksha,Female,Physics,90.09,69.08,20,0
6603,Piumi Peiris,Female,Computer Science,90.08,72.72,23,0
9611,Amandi Silva,Female,Computer Science,90.08,71.4,22,0
4273,Hiruni Peiris,Female,Biology,90.08,71.32,17,0
10780,Hiruni Senanayake,Female,Physics,90.08,69.62,21,0
1004,Laurie Cross,Male,Physics,90.08,67.16,19,0
1031,David Roberts,Male,Physics,90.07,69.91,21,0
1834,Melanie Garner,Male,Physics,90.07,68.65,22,0
1589,Amy Ayala,Male,Computer Science,90.07,68.44,21,0
7237,Sahan Peiris,Male,Biology,90.06,74.46,21,0
7990,Nimal Perera,Male,Computer Science,90.06,74.02,21,0
3035,Tharushi Jayasinghe,Female,Computer Science,90.06,68.86,18,0
6847,Amal Herath,Male,Biology,90.05,78.02,22,0
8398,Kavindi Ranatunga,Female,Computer Science,90.05,70.04,23,0
7278,Nethmi Fernando,Female,Biology,90.05,69.35,24,0
4322,Tharushi Wijesinghe,Female,Computer Science,90.05,66.43,21,0
9629,Shehan Herath,Male,Physics,90.04,67.14,22,0
6740,Amandi Peiris,Female,Physics,90.04,64.93,21,0
5807,Ravindu Wijesinghe,Male,Biology,90.03,71.88,17,0
1024,Sandra Wells,Female,Biology,90.02,66.22,22,0
8943,Sanduni Wijesinghe,Female,Computer Science,90.0,73.89,20,0
8062,Naveen Ekanayake,Male,Computer Science,90.0,69.7,18,0
3775,Chamara Silva,Male,Computer Science,90.0,66.36,25,0
8010,Dinithi Madushanka,Female,Mathematics,89.99,69.22,23,0
5871,Supun Peiris,Male,Physics,89.98,75.76,18,0
2593,James Martin,Female,Computer Science,89.97,72.24,20,0
9100,Sanduni Wijesinghe,Female,Computer Science,89.96,66.5,22,0
2686,Paul Winters,Female,Biology,89.95,68.58,24,0
9835,Kusal Gunawardena,Male,Biology,89.95,62.85,19,0
2417,Kimberly Campos,Male,Biology,89.94,74.6,26,0
10589,Sachini Senanayake,Female,Mathematics,89.94,70.44,21,0
7886,Sahan Wijesinghe,Male,Mathematics,89.94,68.93,18,0
3699,Chamara Dias,Male,Physics,89.94,66.12,21,0
1752,Samantha Ball,Male,Physics,89.94,65.69,21,0
4293,Supun Rajapaksha,Male,Computer Science,89.93,79.79,21,0
5443,Sachini Rajapaksha,Female,Computer Science,89.93,70.13,19,0
7329,Kavindi Peiris,Female,Mathematics,89.93,69.86,21,0
6780,Kavindi Abeysekera,Female,Mathematics,89.92,74.62,19,0
8181,Dilan Senanayake,Male,Biology,89.92,69.89,22,0
8018,Amandi Abeysekera,Female,Mathematics,89.91,69.35,20,0
1395,Michael Osborne,Female,Biology,89.91,60.75,21,0
4670,Madhavi Madushanka,Female,Mathematics,89.9,75.06,20,0
10588,Dilini Rajapaksha,Female,Computer Science,89.9,70.97,21,0
8709,Ravindu Madushanka,Male,Physics,89.9,69.83,18,0
10558,Dinithi Fernando,Female,Mathematics,89.9,67.21,18,0
8106,Sachini Rajapaksha,Female,Mathematics,89.9,66.69,20,0
6088,Chamara Gunawardena,Male,Mathematics,89.89,73.07,16,0
10305,Sahan Ekanayake,Male,Mathematics,89.89,67.39,23,0
7503,Nimal Fernando,Male,Physics,89.89,62.95,21,0
9146,Madhavi Herath,Female,Mathematics,89.88,75.39,13,0
6648,Ravindu Madushanka,Male,Mathematics,89.88,70.15,20,0
8636,Dinithi Herath,Female,Computer Science,89.88,67.63,20,0
3688,Tharindu Peiris,Male,Mathematics,89.88,65.69,23,0
3258,Tharushi Abeysekera,Female,Mathematics,89.87,71.18,16,0
2328,Linda Powers,Female,Biology,89.86,72.71,22,0
2098,Tracy Brown,Female,Mathematics,89.86,72.13,18,0
10436,Sachini Jayasinghe,Female,Computer Science,89.86,67.39,17,0
1588,Tyler Briggs,Female,Computer Science,89.85,75.46,20,0
5862,Nadeesha Peiris,Female,Mathematics,89.85,69.71,23,0
6907,Dilini Rajapaksha,Female,Physics,89.85,69.68,24,0
1681,Paul Johnston,Male,Physics,89.85,69.2,19,0
2125,Bailey Calderon,Female,Physics,89.84,67.82,24,0
2806,Kenneth Poole,Male,Computer Science,89.84,62.29,24,0
3572,Nadeesha Ranatunga,Female,Biology,89.83,72.64,25,0
7336,Kasun Fernando,Male,Biology,89.83,70.36,20,0
9482,Naveen Silva,Male,Computer Science,89.83,66.85,19,0
3465,Kusal Perera,Male,Mathematics,89.82,73.73,20,0
3199,Kusal Perera,Male,Biology,89.82,71.63,21,0
7716,Sashini Madushanka,Female,Mathematics,89.82,69.03,23,0
1954,Jennifer Martin,Male,Computer Science,89.81,75.04,23,0
1151,Dean Duncan,Female,Physics,89.8,71.2,20,0
8308,Ravindu Gunawardena,Male,Biology,89.8,70.45,17,0
7126,Kusal Madushanka,Male,Computer Science,89.79,71.18,22,0
3427,Piumi Fernando,Female,Mathematics,89.78,70.72,18,0
7111,Nimal Ekanayake,Male,Computer Science,89.77,73.13,23,0
2062,Anthony Woods,Female,Biology,89.77,70.06,14,0
3489,Sanduni Abeysekera,Female,Mathematics,89.76,73.11,22,0
10474,Sahan Wijesinghe,Male,Physics,89.76,72.65,23,0
5944,Nethmi Ekanayake,Female,Computer Science,89.75,71.78,23,0
6189,Tharushi Rajapaksha,Female,Biology,89.75,68.21,30,0
8877,Dilan Senanayake,Male,Biology,89.75,65.95,23,0
4241,Ravindu Senanayake,Male,Biology,89.74,69.65,19,0
10540,Dinithi Madushanka,Female,Computer Science,89.74,69.2,20,0
4501,Dinithi Abeysekera,Female,Physics,89.73,70.24,24,0
6013,Dinithi Peiris,Female,Mathematics,89.73,67.55,19,0
4088,Ayesh Senanayake,Male,Biology,89.73,64.7,20,0
1829,Kimberly Brown,Male,Physics,89.72,71.07,24,0
6442,Chamara Perera,Male,Physics,89.72,69.11,18,0
10369,Chamara Jayasinghe,Male,Computer Science,89.71,75.54,18,0
4773,Sashini Perera,Female,Physics,89.71,67.36,20,0
1039,Nicholas Juarez,Female,Physics,89.71,66.74,23,0
10828,Ishani Rajapaksha,Female,Mathematics,89.71,65.98,22,0
9116,Ravindu Rajapaksha,Male,Computer Science,89.7,68.43,23,0
5478,Shehan Ranatunga,Male,Biology,89.7,67.65,22,0
9462,Nadeesha Jayasinghe,Female,Biology,89.69,71.6,23,0
1217,Dawn Parks,Male,Mathematics,89.69,67.09,19,0
1963,Daniel Wong,Female,Mathematics,89.69,64.72,21,0
7811,Sashini Abeysekera,Female,Physics,89.68,71.24,25,0
2701,Nicholas White,Male,Physics,89.68,70.59,20,0
3651,Ravindu Fernando,Male,Biology,89.66,75.69,24,0
2816,Brandy Bradley,Male,Physics,89.66,71.62,19,0
4856,Sahan Gunawardena,Male,Physics,89.66,70.79,19,0
3237,Sachini Ranatunga,Female,Mathematics,89.66,70.67,19,0
8826,Sahan Madushanka,Male,Physics,89.65,70.3,19,0
5557,Naveen Wijesinghe,Male,Mathematics,89.65,69.06,19,0
1491,Joel Chandler,Female,Computer Science,89.64,70.97,25,0
9931,Dilan Herath,Male,Mathematics,89.64,66.16,20,0
5980,Dilini Fernando,Female,Computer Science,89.64,65.29,23,0
8697,Lahiru Silva,Male,Physics,89.63,69.57,21,0
5354,Sanduni Senanayake,Female,Computer Science,89.62,73.09,22,0
5357,Amandi Silva,Female,Biology,89.62,70.8,23,0
2797,Heather Cohen,Female,Physics,89.61,67.98,20,0
5732,Sashini Ranatunga,Female,Mathematics,89.61,67.79,19,0
1067,Tiffany Schwartz,Female,Mathematics,89.6,68.87,21,0
6041,Rashmi Abeysekera,Female,Biology,89.59,71.52,24,0
2239,Barbara Cannon,Male,Physics,89.58,71.43,21,0
7295,Dilan Herath,Male,Physics,89.58,69.67,22,0
9307,Kusal Abeysekera,Male,Biology,89.58,68.65,22,0
6216,Ishara Abeysekera,Male,Mathematics,89.58,64.17,17,0
4252,Chamara Perera,Male,Physics,89.57,75.4,16,0
3375,Piumi Rajapaksha,Female,Physics,89.57,74.67,21,0
9346,Tharushi Wijesinghe,Female,Physics,89.57,66.41,22,0
1294,John Miller,Male,Physics,89.56,75.93,22,0
8701,Madhavi Gunawardena,Female,Mathematics,89.56,73.2,20,0
9898,Amandi Wijesinghe,Female,Mathematics,89.56,66.27,19,0
4759,Nimal Dias,Male,Physics,89.55,74.83,23,0
10356,Rashmi Madushanka,Female,Mathematics,89.55,72.25,17,0
3379,Piumi Dias,Female,Mathematics,89.55,72.17,19,0
5543,Ishani Peiris,Female,Mathematics,89.55,68.2,21,0
4185,Ishara Ekanayake,Male,,89.55,67.19,22,0
9937,Sanduni Ranatunga,Female,Mathematics,89.54,72.04,21,0
10457,Dilini Dias,Female,Biology,89.53,69.65,22,0
4431,Sachini Ekanayake,Female,Mathematics,89.53,69.63,14,0
3506,Sanduni Madushanka,Female,Computer Science,89.52,70.59,22,0
9138,Amal Herath,Male,Computer Science,89.52,64.95,20,0
7250,Dilan Rajapaksha,Male,Biology,89.52,63.78,21,0
2904,Randall Miller,Female,Physics,89.51,72.87,22,0
4032,Ishara Gunawardena,Male,Biology,89.51,70.56,17,0
6974,Dinithi Madushanka,Female,Mathematics,89.51,66.81,17,0
4411,Hiruni Jayasinghe,Female,Physics,89.51,65.4,17,0
4394,Naveen Dias,Male,Physics,89.5,68.43,19,0
8136,Sashini Abeysekera,Female,,89.5,67.51,23,0
1060,Lisa Mayer,Female,Mathematics,89.5,66.21,21,0
6538,Chamara Abeysekera,Male,Physics,89.49,73.54,22,0
7106,Sashini Wijesinghe,Female,Physics,89.49,73.21,20,0
7310,Sanduni Abeysekera,Female,Physics,89.49,67.52,20,0
1966,David Juarez,Female,Physics,89.47,62.8,22,0
1819,Sean Carlson,Male,Mathematics,89.46,72.38,20,0
2015,Kristin Brown,Female,Physics,89.46,70.93,22,0
6310,Nethmi Jayasinghe,Female,Physics,89.46,68.54,21,0
1307,Christy Gray,Male,Mathematics,89.46,66.39,23,0
7263,Dilan Fernando,Male,Computer Science,89.46,66.14,23,0
10118,Amandi Peiris,Female,Physics,89.45,72.09,19,0
9598,Dilini Ranatunga,Female,Physics,89.44,72.22,18,0
4104,Kasun Herath,Male,Biology,89.44,70.75,21,0
4028,Amal Jayasinghe,Male,Biology,89.44,67.81,20,0
2952,Angelica Lopez,Male,Computer Science,89.44,67.46,17,0
8960,Kavindi Abeysekera,Female,Mathematics,89.44,65.58,18,0
1788,Danielle Ramos,Female,Biology,89.43,74.62,21,0
9969,Kusal Rajapaksha,Male,Computer Science,89.42,78.18,19,0
10565,Hiruni Madushanka,Female,Physics,89.42,71.9,20,0
4974,Sahan Ekanayake,Male,Computer Science,89.42,67.08,25,0
10962,Dilini Silva,Female,Physics,89.42,66.91,22,0
5866,Dinithi Fernando,Female,Computer Science,89.42,64.64,20,0
6921,Tharushi Senanayake,Female,Physics,89.42,63.89,23,0
9126,Sahan Perera,Male,Biology,89.41,70.79,21,0
6098,Naveen Abeysekera,Male,Mathematics,89.4,74.32,16,0
2644,Gary Bennett,Female,Computer Science,89.4,71.67,21,0
5749,Dinithi Rajapaksha,Female,Biology,89.4,68.83,19,0
9073,Kasun Madushanka,Male,Biology,89.4,65.59,21,0
3426,Nethmi Madushanka,Female,Computer Science,89.4,64.81,18,0
5837,Sanduni Rajapaksha,Female,Biology,89.39,69.61,22,0
2184,April Hernandez,Female,Physics,89.39,68.84,23,0
9663,Amal Senanayake,Male,Physics,89.38,73.06,18,0
3171,Dilini Jayasinghe,Female,Physics,89.38,72.31,19,0
7545,Lahiru Wijesinghe,Male,Physics,89.37,73.75,19,0
10449,Amal Madushanka,Male,Physics,89.37,70.0,26,0
7142,Tharushi Gunawardena,Female,Biology,89.37,65.19,22,0
9309,Kusal Senanayake,Male,Computer Science,89.36,68.03,17,0
8301,Lahiru Ekanayake,Male,Biology,89.36,63.5,21,0
1469,Calvin Fisher,Female,Physics,89.35,75.89,24,0
1438,Meghan Jackson,Female,Physics,89.35,75.56,18,0
6918,Supun Dias,Male,Physics,89.35,73.97,20,0
4941,Ravindu Herath,Male,Mathematics,89.34,74.36,21,0
10652,Chamara Peiris,Male,Biology,89.34,73.02,19,0
4750,Shehan Silva,Male,Computer Science,89.34,70.03,21,0
3262,Sanduni Rajapaksha,Female,Mathematics,89.34,64.42,16,0
1433,John Wilson,Female,Mathematics,89.33,69.59,19,0
7335,Ayesh Jayasinghe,Male,Biology,89.33,67.99,17,0
2978,Robert Scott,Female,Physics,89.32,65.62,20,0
1781,Deanna Sanchez,Female,Biology,89.31,77.69,22,0
1602,Jamie Mcgrath,Male,Physics,89.31,60.9,23,0
2190,Cassandra Powell,Female,Biology,89.3,71.4,23,0
1285,Jessica Baker,Male,Mathematics,89.3,71.16,21,0
2539,Lori Cuevas,Male,Physics,89.3,71.09,18,0
2152,Brandi Bush,Female,Biology,89.3,70.42,20,0
9499,Amal Wijesinghe,Male,Computer Science,89.29,73.73,19,0
7985,Shehan Herath,Male,Computer Science,89.29,71.98,21,0
4598,Ishara Dias,Male,Physics,89.29,71.04,20,0
1371,Rachel Cisneros,Female,Mathematics,89.29,70.91,17,0
9638,Dilan Dias,Male,Physics,89.29,70.2,21,0
4333,Shehan Ranatunga,Male,Mathematics,89.29,68.46,19,0
8609,Amandi Herath,Female,Physics,89.29,67.34,18,0
9782,Nadeesha Ranatunga,Female,Computer Science,89.28,74.38,21,0
2331,Brad Case,Female,Biology,89.28,67.36,23,0
2832,Charles Blair,Male,Mathematics,89.28,67.01,24,0
7433,Ravindu Wijesinghe,Male,Physics,89.28,65.21,18,0
5909,Hiruni Abeysekera,Female,Physics,89.28,61.45,16,0
6473,Nimal Peiris,Male,Computer Science,89.27,69.78,19,0
10929,Nadeesha Senanayake,Female,Computer Science,89.27,69.46,21,0
1601,Andrew Barber,Female,Mathematics,89.27,66.46,25,0
