StudentID,FirstName,LastName,Gender,DateOfBirth,Major,GPA
1447,Evelyn,Parker,Male,1990-02-26,Biology,3.08
1448,Melissa,Moreno,Female,2002-08-09,Physics,2.81
1449,Andrew,Lawrence,Female,2004-09-24,Biology,2.0
1450,Jacob,Anderson,Female,1990-04-04,Mathematics,2.81
1451,David,Jones,Male,1995-12-10,Mathematics,3.62
1452,Brian,Brown,Female,2002-09-16,Physics,3.85
1453,Robin,Ross,Female,2000-06-26,Computer Science,2.36
1454,Richard,Montgomery,Male,1999-05-02,Computer Science,3.45
1455,Clifford,Gardner,Female,1996-04-16,Physics,2.68
1456,Tyler,Murray,Female,1997-08-22,Biology,3.06
1457,Alyssa,Campbell,Female,2000-07-07,Mathematics,2.88
1458,Carl,Molina,Male,2005-05-14,Biology,3.52
1459,Matthew,Haley,Female,1995-07-24,Biology,3.72
1460,Samantha,Duke,Female,1993-10-12,Computer Science,3.51
1461,Jennifer,Moyer,Male,1993-11-29,Biology,3.44
1462,Justin,Carr,Male,2002-04-02,Computer Science,2.47
1463,Mary,Harper,Male,1993-02-03,Biology,2.75
1464,Wendy,Williams,Male,2004-08-16,Mathematics,2.68
1465,Teresa,Lara,Male,1992-06-08,Physics,3.61
1466,Yolanda,Nelson,Male,1998-12-01,Mathematics,3.66
1467,Joshua,Huff,Female,2004-02-18,Computer Science,2.15
1468,Tristan,Martin,Male,1999-03-06,Mathematics,2.54
1469,Calvin,Fisher,Female,1991-12-06,Physics,3.69
1470,Cynthia,Williams,Female,1997-07-22,Computer Science,2.8
1471,Leslie,Lowe,Male,1992-02-02,Physics,2.76
1472,Kevin,Rice,Male,1994-08-20,Biology,2.37
1473,Kimberly,Reyes,Female,1991-09-07,Biology,2.62
1474,Chelsea,Bradley,Male,2002-03-06,Biology,2.22
1475,Matthew,Jones,Male,1993-08-24,Mathematics,3.05
1476,Elizabeth,Hart,Female,1992-10-28,Mathematics,2.55
1477,Drew,Johnson,Female,2004-05-05,Computer Science,2.19
1478,Angela,Abbott,Male,2005-12-02,Mathematics,3.15
1479,Ashley,Webb,Male,1999-07-11,Biology,2.53
1480,Ariana,Colon,Female,1994-12-27,Physics,3.24
1481,Robert,Nichols,Male,2002-07-05,Computer Science,2.77
1482,Elijah,Lawrence,Male,2005-10-19,Mathematics,3.92
1483,Jay,Jackson,Male,1991-05-28,Physics,3.05
1484,Gabriel,Bailey,Female,1991-08-01,Physics,3.17
1485,Jeremy,Boyd,Male,1997-01-15,Physics,3.46
1486,Matthew,Jones,Male,1999-07-15,Mathematics,3.1
1487,Brianna,Wallace,Female,1994-12-28,Mathematics,2.85
1488,James,Everett,Male,1994-04-05,Mathematics,2.58
1489,Barbara,Richard,Male,1990-12-18,Biology,3.38
1490,Alexandra,Brown,Male,1992-05-04,Physics,3.48
1491,Joel,Chandler,Female,2002-01-31,Computer Science,3.78
1492,Daniel,Rivera,Male,2002-05-23,Biology,2.43
1493,Michael,Walker,Female,1998-04-29,Biology,2.63
1494,Katrina,Cruz,Female,1998-04-09,Biology,3.46
1495,Kristin,Cunningham,Female,2001-02-25,Physics,2.47
1496,Eric,Sims,Male,2003-08-08,Physics,2.81
1497,Kathryn,Holmes,Male,2000-10-19,Physics,2.07
1498,Marilyn,Howard,Male,1994-06-27,Physics,2.0
1499,Cassidy,Johnson,Male,2005-09-05,Computer Science,2.0
1500,Joshua,Fisher,Female,1991-06-29,Physics,3.11
1501,Jill,Wallace,Female,1999-05-03,Computer Science,3.45
1502,James,Evans,Female,1996-07-26,Mathematics,2.73
1503,Fernando,Moreno,Male,2000-06-20,Computer Science,3.19
1504,Thomas,Hayden,Female,1994-03-18,Computer Science,3.19
1505,Erica,Bailey,Female,1992-05-07,Biology,4.0
1506,Eduardo,Rose,Female,1998-05-31,Biology,3.23
1507,Angela,Parker,Male,1996-03-26,Mathematics,2.0
1508,Ashley,White,Male,2001-03-01,Mathematics,2.21
1509,Ralph,James,Female,1991-01-27,Computer Science,2.0
1510,Richard,Perry,Male,2002-11-25,Physics,2.9
1511,Patricia,Anderson,Female,1995-11-29,Mathematics,2.65
1512,Amy,Flores,Male,1992-03-29,Physics,3.47
1513,Shawn,Hall,Female,1991-12-28,Mathematics,2.38
1514,Heather,Schneider,Male,2004-01-25,Biology,2.4
1515,Erica,Castillo,Male,1990-07-08,Physics,3.56
1516,Jennifer,Walter,Male,2005-05-31,Biology,2.0
1517,Dominique,Burton,Female,1992-09-07,Computer Science,2.92
1518,Jason,Duran,Male,2004-04-28,Biology,2.15
1519,Dylan,Allen,Female,1996-06-24,Physics,3.16
1520,Carol,Murphy,Male,2004-05-29,Mathematics,2.72
1521,Heather,Cooper,Male,2003-07-16,Physics,4.0
1522,Kathleen,Clark,Male,2000-06-26,Biology,3.25
1523,Steven,Douglas,Female,1993-04-04,Biology,2.0
1524,Patrick,Myers,Male,2000-06-24,Computer Science,3.36
1525,Michelle,Reyes,Male,1991-11-29,Computer Science,2.73
1526,John,Vargas,Male,2003-12-25,Computer Science,3.11
1527,Misty,Stafford,Male,1995-12-05,Physics,3.13
1528,Christina,Bender,Male,2001-11-20,Computer Science,2.64
1529,Cynthia,Garcia,Male,1996-04-17,Mathematics,2.53
1530,Steven,Henry,Male,2001-07-31,Mathematics,2.82
1531,Alexander,Cantu,Male,1990-05-21,Mathematics,3.39
1532,Wayne,Thompson,Female,2004-10-02,Physics,3.07
1533,Todd,Schultz,Female,1991-12-01,Biology,2.0
1534,Eugene,Burke,Female,2003-06-13,Computer Science,2.87
1535,Sheri,Cooper,Female,2004-12-31,Computer Science,2.99
1536,Dennis,Lewis,Male,1997-06-17,Physics,2.0
1537,Jill,Brown,Male,2000-12-06,Biology,2.44
1538,Susan,Daniels,Male,2002-03-17,Biology,4.0
1539,Jennifer,Morris,Female,1990-07-25,Biology,2.89
1540,Janet,Johnson,Male,2002-10-21,Computer Science,2.65
1541,Cathy,Davis,Female,1990-06-08,Computer Science,3.11
1542,Tyler,Gordon,Male,2001-10-24,Physics,2.27
1543,Carla,Simon,Male,1997-10-17,Physics,2.76
1544,Aaron,Rodriguez,Male,1996-11-15,Biology,2.0
1545,Thomas,Gonzalez,Female,1991-12-25,Mathematics,2.92
1546,Anthony,Gaines,Male,1992-08-18,Mathematics,2.66
1547,Jessica,Bates,Male,2005-10-01,Computer Science,3.46
1548,Kellie,Wang,Female,2002-08-22,Mathematics,3.42
1549,Mario,Flowers,Female,2002-10-04,Mathematics,2.84
1550,Jennifer,Walker,Female,1991-07-12,Mathematics,3.59
1551,Vanessa,Sanders,Male,1994-06-13,Mathematics,2.83
1552,Daniel,Rasmussen,Male,1997-10-13,Biology,2.68
1553,Traci,Anderson,Male,1994-09-20,Mathematics,2.96
1554,Richard,Holmes,Male,2004-01-26,Computer Science,2.85
1555,Joseph,Booker,Male,2000-10-24,Physics,2.0
1556,Tyler,Bowen,Male,1993-11-23,Computer Science,2.23
1557,William,Johnston,Male,1996-07-09,Computer Science,3.45
1558,Michael,Stokes,Female,1992-11-29,Biology,2.91
1559,Daniel,Martin,Male,1997-12-10,Computer Science,2.96
1560,Abigail,Kemp,Female,1999-12-16,Physics,2.17
1561,Michael,Greer,Male,2000-06-30,Computer Science,2.43
1562,Austin,Lee,Female,2005-04-16,Computer Science,2.98
1563,Alyssa,White,Female,1998-06-06,Biology,2.54
1564,Lisa,Wells,Male,1991-07-12,Computer Science,2.13
1565,Bianca,Lane,Male,1995-09-17,Physics,2.48
1566,Shelby,Compton,Female,2003-06-16,Biology,3.78
1567,Jesse,Wells,Male,1999-05-02,Physics,2.29
1568,Ricky,Walker,Male,2002-08-17,Physics,3.46
1569,Jesse,Nunez,Female,1992-01-12,Physics,3.29
1570,Scott,Chambers,Male,2003-07-17,Biology,2.69
1571,Alisha,Willis,Male,1995-11-10,Biology,2.43
1572,Kathleen,Anderson,Male,1998-03-14,Mathematics,3.2
1573,Alicia,Martinez,Male,2002-01-28,Biology,3.58
1574,Patty,Ritter,Female,1999-03-14,Mathematics,2.34
1575,Elijah,Moreno,Male,1992-02-25,Biology,2.35
1576,Jeremiah,Grant,Male,1991-02-05,Mathematics,2.13
1577,Lisa,Carroll,Male,2002-09-24,Computer Science,3.09
1578,Benjamin,Smith,Male,1995-12-31,Computer Science,3.38
1579,Jeffrey,Lara,Male,2000-05-20,Biology,2.2
1580,Christopher,Pineda,Female,2001-03-29,Computer Science,3.44
1581,Susan,Robinson,Male,1993-02-23,Mathematics,2.94
1582,Jeremiah,Reyes,Female,1992-09-30,Computer Science,2.74
1583,Eric,Torres,Male,2001-10-05,Physics,2.66
1584,Andrew,Tucker,Male,2003-08-24,Mathematics,2.62
1585,Abigail,Adkins,Female,1998-03-25,Mathematics,3.17
1586,Brandon,Barber,Male,1993-08-20,Mathematics,2.7
1587,Terri,Hale,Male,2002-10-14,Physics,3.71
1588,Tyler,Briggs,Female,1992-09-27,Computer Science,3.75
1589,Amy,Ayala,Male,1991-03-14,Computer Science,3.82
1590,Nathan,Beck,Female,2003-07-22,Mathematics,2.31
1591,Lisa,Schmitt,Female,2001-08-06,Biology,2.9
1592,Alexis,Foster,Male,1999-04-17,Computer Science,3.37
1593,Jennifer,Powell,Male,1990-05-01,Computer Science,2.4
1594,Nicole,Hicks,Female,2002-02-22,Computer Science,3.24
1595,Gary,Sullivan,Male,2004-06-20,Computer Science,3.06
1596,Hannah,Welch,Male,1990-06-23,Biology,3.53
1597,Marc,Perez,Female,2001-12-19,Physics,4.0
1598,Lori,Taylor,Female,1995-01-27,Mathematics,3.32
1599,Christopher,Torres,Female,1992-11-29,Computer Science,2.47
1600,William,Mullins,Male,2005-08-19,Biology,3.22
1601,Andrew,Barber,Female,2002-03-13,Mathematics,3.88
1602,Jamie,Mcgrath,Male,2005-03-18,Physics,3.7
1603,Christopher,Ramirez,Female,2002-07-15,Biology,3.19
1604,Gina,Choi,Female,2005-07-07,Mathematics,2.96
1605,Ryan,Jackson,Male,1991-12-11,Physics,3.19
1606,Rhonda,Gibson,Male,1995-03-22,Physics,2.0
1607,Amanda,Oliver,Female,2004-08-12,Computer Science,2.6
1608,Robert,Johnson,Female,1995-12-06,Mathematics,3.14
1609,Jennifer,Garcia,Female,1990-04-23,Biology,2.81
1610,Amber,Moreno,Female,1998-05-25,Biology,2.7
1611,Wendy,Johnson,Female,1999-02-25,Computer Science,3.09
1612,William,Miller,Female,2000-02-06,Computer Science,2.0
1613,Patrick,Page,Female,1996-05-06,Biology,2.36
1614,Joseph,Collins,Female,1997-12-01,Biology,2.57
1615,Megan,Reed,Male,2000-02-24,Computer Science,3.23
1616,Julian,Walter,Female,2003-06-04,Physics,3.99
1617,Patty,Fry,Male,1999-12-22,Mathematics,2.97
1618,Alexis,Wood,Female,2001-07-09,Computer Science,3.53
1619,Ryan,Owens,Male,1996-06-21,Physics,2.36
1620,Shane,Reyes,Male,2004-08-07,Physics,3.55
1621,David,Gonzalez,Male,1994-01-14,Biology,2.43
1622,Timothy,Buchanan,Male,1994-10-30,Mathematics,3.09
1623,Thomas,Lawson,Female,2005-03-29,Computer Science,3.22
1624,Julia,Valenzuela,Female,2004-01-24,Physics,2.0
1625,Christopher,Smith,Female,1997-09-08,Computer Science,3.5
1626,Timothy,Hicks,Female,1993-06-29,Computer Science,3.23
1627,Kristen,Douglas,Male,1998-08-11,Mathematics,2.18
1628,Eric,Watkins,Female,1990-10-18,Computer Science,2.22
1629,Bruce,Taylor,Female,1996-07-16,Physics,2.08
1630,David,Wood,Male,2004-04-02,Computer Science,3.23
1631,Elizabeth,Gonzalez,Female,2000-08-05,Mathematics,2.86
1632,Wanda,Stein,Female,1998-11-23,Computer Science,3.73
1633,Andrew,Huff,Male,2000-10-30,Physics,3.6
1634,Angela,Espinoza,Female,1997-03-07,Physics,3.99
1635,Peter,Hodges,Female,1997-09-29,Physics,3.37
1636,Russell,Vargas,Female,1999-01-09,Mathematics,3.35
1637,Manuel,Werner,Male,2000-06-20,Biology,4.0
1638,Sheryl,Jones,Male,1991-03-13,Computer Science,3.15
1639,Michelle,Garcia,Female,1993-02-18,Mathematics,3.0
1640,Connor,Eaton,Female,2000-01-02,Biology,2.44
1641,Andrew,Kelley,Female,1992-11-14,Biology,2.29
1642,Ronald,Fox,Male,1994-08-30,Biology,3.63
1643,Laura,Callahan,Female,1991-08-30,Biology,2.0
1644,Jeffrey,Thompson,Female,1992-11-20,Biology,4.0
1645,Teresa,Short,Female,1993-04-27,Mathematics,3.01
1646,Melissa,Jones,Male,1993-04-13,Biology,2.68
1647,Julia,Bradley,Male,2001-09-08,Mathematics,2.45
1648,Michael,Orr,Male,2001-06-15,Mathematics,3.15
1649,Garrett,Hale,Female,2000-01-10,Computer Science,3.36
1650,Jackson,Rivas,Male,2001-06-26,Biology,3.36
1651,Nicholas,Stewart,Female,1990-02-27,Mathematics,3.57
1652,James,Garcia,Male,2002-08-27,Mathematics,2.66
1653,Dawn,Nguyen,Male,1994-06-12,Computer Science,3.12
1654,Todd,Murphy,Male,1991-12-15,Biology,2.27
1655,Diamond,Logan,Male,1993-05-26,Biology,3.22
1656,Savannah,Mathis,Female,1997-11-11,Biology,2.27
1657,Michael,Aguirre,Female,2002-12-15,Computer Science,2.94
1658,Antonio,Dodson,Male,2001-12-13,Physics,3.34
1659,Eddie,Patton,Male,1992-09-17,Physics,2.56
1660,Tracy,Gill,Female,2003-07-09,Physics,2.94
1661,Charles,Mcguire,Male,1998-01-06,Biology,3.27
1662,Michael,Stewart,Female,1992-12-16,Biology,3.12
1663,Jack,Adams,Female,1991-03-05,Mathematics,3.34
1664,Jonathan,Colon,Female,1999-12-03,Biology,2.94
1665,Sean,Phillips,Female,2005-04-19,Biology,2.72
1666,Heather,Cannon,Male,2001-10-03,Mathematics,3.25
1667,Hannah,Fisher,Female,1997-07-18,Biology,3.83
1668,Alexis,Lewis,Male,2000-02-24,Computer Science,2.71
1669,Christopher,Torres,Male,1990-12-30,Computer Science,2.77
1670,Barbara,Rodriguez,Male,1998-07-26,Computer Science,2.55
1671,Adam,Malone,Male,1992-10-07,Physics,3.85
1672,James,Jones,Female,1998-10-20,Mathematics,3.12
1673,Deborah,Mayer,Male,1990-05-19,Mathematics,2.0
1674,Brandon,Walsh,Female,2003-12-27,Physics,2.61
1675,Brianna,Dyer,Female,1999-02-19,Physics,2.89
1676,Christopher,Carr,Male,1999-03-22,Biology,3.01
1677,Brian,Villegas,Male,1995-07-05,Biology,2.54
1678,Alyssa,Moreno,Male,1999-08-31,Physics,3.56
1679,Lori,Robinson,Male,2005-08-08,Physics,3.48
1680,Ashley,Wilson,Female,2003-06-06,Physics,2.17
1681,Paul,Johnston,Male,2002-06-15,Physics,3.65
1682,Laura,Bowen,Female,1997-04-08,Physics,2.93
1683,Erin,Whitehead,Female,1997-07-23,Computer Science,3.06
1684,Sophia,Gay,Female,2004-08-06,Biology,4.0
1685,Erin,Sanchez,Male,1999-07-10,Computer Science,2.54
1686,Holly,Hutchinson,Female,1990-06-20,Physics,2.92
1687,Sarah,Collins,Male,1994-07-20,Physics,3.62
1688,Amanda,Buchanan,Male,1998-08-20,Mathematics,2.51
1689,Julie,Glenn,Female,2001-02-26,Computer Science,2.0
1690,Dawn,Ortiz,Male,1999-11-14,Computer Science,3.52
1691,Tony,Becker,Female,1997-09-28,Computer Science,2.48
1692,Richard,Franklin,Male,1996-07-11,Physics,3.19
1693,Scott,Farmer,Female,2005-03-26,Physics,3.59
1694,Christy,Melton,Male,1991-11-30,Mathematics,3.77
1695,Austin,Campbell,Female,2004-06-10,Physics,2.14
1696,Nathaniel,Hanson,Female,1998-12-10,Physics,2.58
1697,Rebecca,Schmidt,Male,2004-04-06,Computer Science,2.11
1698,Derek,Garza,Male,1998-09-20,Computer Science,3.49
1699,Beth,Jones,Female,2003-06-09,Biology,2.95
1700,Stephanie,Wolfe,Male,1997-03-19,Biology,2.76
1701,Teresa,Smith,Female,2003-05-24,Mathematics,3.59
1702,Sierra,Kane,Female,2003-10-28,Computer Science,3.24
1703,Tammy,James,Male,2001-02-19,Physics,2.5
1704,Debra,Hess,Male,2004-06-15,Computer Science,3.1
1705,William,Jensen,Male,1997-10-08,Computer Science,2.25
1706,Kristina,Garcia,Male,1998-10-21,Physics,2.65
1707,Laurie,Cobb,Male,1991-04-25,Computer Science,3.42
1708,Martha,Black,Female,1998-03-25,Biology,3.2
1709,Michael,Castillo,Female,1998-02-11,Physics,2.84
1710,Amanda,Davis,Female,2001-05-04,Biology,3.1
1711,Nicholas,Barnett,Female,1996-07-05,Mathematics,2.0
1712,Terri,Rodriguez,Female,2003-12-14,Biology,2.1
1713,Shannon,Burton,Female,1990-12-09,Computer Science,2.86
1714,Lori,Sims,Female,2001-09-24,Biology,3.54
1715,Amanda,Kemp,Male,1994-06-06,Physics,3.32
1716,Richard,Ward,Male,2004-02-21,Physics,2.35
1717,John,Bowman,Male,1996-06-09,Mathematics,4.0
1718,Michael,Montoya,Female,1992-10-10,Biology,3.58
1719,Miranda,Reyes,Female,1999-03-23,Computer Science,2.74
1720,Sylvia,Figueroa,Female,2002-09-11,Physics,2.9
1721,Ronald,Anderson,Female,1996-10-07,Mathematics,3.35
1722,Christine,Woodward,Male,2000-06-19,Biology,3.08
1723,Lori,Garza,Male,1998-12-17,Mathematics,3.07
1724,Danielle,Cook,Male,1993-12-27,Computer Science,3.08
1725,Margaret,Morgan,Female,1999-09-08,Computer Science,3.56
1726,Jonathan,Holloway,Female,2002-10-14,Computer Science,3.22
1727,Edgar,Poole,Male,1993-12-30,Physics,3.94
1728,Alicia,French,Female,1991-03-21,Physics,3.63
1729,Evelyn,Hernandez,Male,1996-06-14,Computer Science,2.0
1730,Rebecca,Davis,Male,1990-08-14,Mathematics,2.84
1731,Carrie,Kelly,Male,2002-07-31,Computer Science,3.74
1732,Phillip,Cherry,Female,1993-09-12,Physics,2.84
1733,Brandon,Hudson,Male,2005-10-13,Mathematics,4.0
1734,Curtis,Booker,Male,2003-12-02,Computer Science,3.36
1735,Isaac,Lawrence,Male,2005-05-09,Mathematics,3.19
1736,Justin,Burton,Male,2005-04-04,Physics,3.48
1737,Douglas,Carter,Female,1994-07-03,Mathematics,3.59
1738,Andrea,Allen,Female,1994-04-22,Computer Science,2.78
1739,Justin,Harris,Male,2000-06-22,Computer Science,3.39
1740,Mary,Cunningham,Male,2004-10-16,Biology,2.38
1741,James,Watson,Male,1990-04-16,Physics,3.57
1742,Benjamin,Jensen,Female,2003-11-18,Physics,3.81
1743,Sabrina,Moss,Male,2005-03-01,Physics,2.0
1744,Todd,Santiago,Female,1997-12-10,Computer Science,3.23
1745,Robin,Johnson,Male,2002-01-20,Biology,2.85
1746,Sabrina,Smith,Female,1993-11-13,Computer Science,3.26
1747,Eric,Watson,Female,1993-11-01,Biology,3.06
1748,Brittany,Young,Male,2000-01-04,Biology,3.16
1749,Frances,Carpenter,Female,1991-03-14,Computer Science,2.27
1750,Theresa,Leach,Female,2000-07-31,Biology,2.62
1751,Paul,Mann,Male,2002-02-02,Mathematics,3.1
1752,Samantha,Ball,Male,1992-07-16,Physics,3.67
1753,Jessica,Hill,Female,2001-02-08,Biology,3.34
1754,Bryan,Woods,Male,1993-01-02,Mathematics,3.52
1755,Tommy,Peterson,Male,1998-11-01,Biology,2.31
1756,Julie,Cooper,Female,2002-08-31,Computer Science,2.18
1757,Tiffany,Kelly,Male,1999-09-29,Biology,3.16
1758,Andrea,Tyler,Male,2005-10-25,Computer Science,3.24
1759,Brianna,Gonzalez,Male,2003-04-25,Mathematics,3.66
1760,Stacy,Robertson,Male,1998-08-17,Computer Science,3.84
1761,Kevin,Williams,Male,1997-06-07,Computer Science,2.98
1762,Gavin,Cuevas,Female,1996-09-27,Biology,2.61
1763,David,Perez,Male,2000-12-18,Mathematics,2.79
1764,Rebecca,Peters,Male,1990-07-27,Biology,3.33
1765,Jasmine,Baker,Female,1997-10-20,Computer Science,2.87
1766,Samantha,Bowers,Female,2002-01-05,Physics,2.44
1767,Natalie,Acosta,Female,1999-12-05,Biology,3.53
1768,Stephanie,Hale,Female,1994-03-01,Mathematics,3.4
1769,Charlene,Singh,Female,1991-12-03,Physics,3.21
1770,Jimmy,Marshall,Female,1990-03-31,Mathematics,3.1
1771,Brittany,Ashley,Male,1990-01-17,Computer Science,2.9
1772,Kathryn,Wells,Female,1998-11-09,Biology,2.89
1773,Ray,Brady,Male,2000-01-07,Physics,2.0
1774,David,Robinson,Female,2001-11-22,Physics,2.5
1775,Blake,Perkins,Male,1996-09-28,Physics,2.84
1776,Jennifer,Turner,Male,1991-08-20,Biology,3.33
1777,Emily,Hart,Female,1997-08-22,Physics,2.9
1778,Nicole,Montgomery,Female,2001-11-24,Mathematics,3.59
1779,Bryan,Jones,Female,1991-09-04,Physics,3.44
1780,Gail,Franklin,Female,2005-11-26,Mathematics,3.33
1781,Deanna,Sanchez,Female,2000-11-25,Biology,3.61
1782,Stacy,Anderson,Female,1992-06-29,Biology,2.19
1783,Calvin,Clark,Male,2003-02-22,Physics,3.27
1784,Jonathan,Montgomery,Female,2004-07-27,Computer Science,3.1
1785,Lisa,Hill,Male,1995-05-31,Mathematics,2.54
1786,Tara,Robertson,Male,1991-11-14,Mathematics,3.42
1787,Daniel,Pittman,Male,1993-12-04,Biology,3.51
1788,Danielle,Ramos,Female,1996-02-10,Biology,3.73
1789,Lisa,Ayala,Male,1991-08-17,Computer Science,2.09
1790,Kimberly,Castro,Male,2004-12-27,Physics,4.0
1791,Ashlee,Stone,Male,1993-03-31,Mathematics,2.65
1792,Daniel,Martinez,Male,1994-06-07,Biology,3.9
1793,Catherine,Clarke,Male,1993-10-02,Physics,3.4
1794,Christine,Morton,Male,2004-11-27,Biology,3.01
1795,Tamara,Holland,Male,1995-04-11,Computer Science,2.55
1796,Brent,Huynh,Female,2003-02-09,Computer Science,3.19
1797,Stephanie,Walters,Male,2002-11-15,Physics,2.94
1798,Angela,Ferguson,Male,2004-07-02,Computer Science,3.18
1799,Kenneth,Gomez,Male,1998-07-23,Biology,3.19
1800,Lisa,Ortega,Male,1999-08-19,Physics,2.37
1801,Raymond,Hammond,Female,1995-02-16,Biology,2.88
1802,Thomas,Williams,Male,1995-10-25,Mathematics,2.82
1803,Kyle,Ortiz,Male,2000-06-23,Computer Science,2.0
1804,Richard,Kelly,Female,1996-10-07,Mathematics,2.95
1805,Christian,Rush,Female,2001-03-17,Biology,2.16
1806,Stephanie,Kent,Female,2005-08-01,Computer Science,3.0
1807,Todd,Rogers,Female,1994-06-19,Computer Science,4.0
1808,Brenda,Buckley,Male,2000-01-14,Computer Science,2.0
1809,Frank,Rodriguez,Female,1990-01-30,Biology,3.11
1810,David,Ramsey,Female,1991-12-03,Biology,2.0
1811,Courtney,Carrillo,Female,1998-01-27,Computer Science,2.36
1812,Teresa,Collins,Male,1991-07-18,Biology,2.98
1813,Sarah,Butler,Female,2003-06-19,Physics,2.72
1814,Shelly,Buchanan,Male,1996-08-10,Biology,3.95
1815,Erin,Higgins,Male,1993-02-23,Biology,2.33
1816,Jennifer,Medina,Female,1990-02-12,Computer Science,3.07
1817,Danielle,Campos,Male,2003-04-02,Physics,4.0
1818,Steve,Dougherty,Female,1997-02-07,Mathematics,3.21
1819,Sean,Carlson,Male,1994-10-10,Mathematics,3.48
1820,Laura,Farley,Female,2002-03-04,Biology,2.55
1821,Jason,Taylor,Female,1994-01-20,Physics,3.1
1822,Katherine,Henderson,Male,1991-12-15,Physics,3.22
1823,Shannon,Norris,Male,1995-07-19,Mathematics,3.24
1824,David,Haynes,Female,2001-06-26,Mathematics,2.57
1825,Jennifer,Reynolds,Female,2005-07-07,Computer Science,2.25
1826,Nicholas,Terry,Female,1996-05-02,Biology,3.91
1827,Bradley,Patterson,Male,2004-01-23,Biology,3.2
1828,Justin,Smith,Male,1994-07-12,Biology,3.26
1829,Kimberly,Brown,Male,1991-01-23,Physics,3.79
1830,Cindy,Payne,Male,1996-06-20,Mathematics,3.47
1831,Jonathon,Garcia,Male,1991-10-07,Mathematics,3.58
1832,Seth,Diaz,Male,1998-10-15,Biology,3.03
1833,David,Cannon,Female,1993-04-07,Physics,2.98
1834,Melanie,Garner,Male,2000-08-27,Physics,3.8
1835,William,Costa,Female,1994-08-30,Biology,2.25
1836,Joshua,Valencia,Male,1994-09-05,Biology,2.44
1837,Jason,Martin,Male,2002-08-07,Physics,2.79
1838,Debra,Wallace,Male,1992-04-04,Physics,3.64
1839,Sharon,Jones,Male,2003-12-30,Biology,2.88
1840,Kevin,Riley,Male,1991-10-17,Computer Science,2.95
1841,Cheryl,Smith,Female,1998-09-04,Physics,3.3
1842,Brian,Greer,Female,1992-09-23,Mathematics,2.79
1843,Jeffery,Sullivan,Female,1994-02-09,Physics,2.5
1844,Mary,Austin,Female,1999-07-30,Computer Science,3.12
1845,Caleb,Jackson,Male,1991-01-21,Computer Science,2.97
1846,John,Chang,Female,1996-05-16,Computer Science,3.56
1847,Lisa,Summers,Female,1996-06-11,Computer Science,3.42
1848,Lori,Atkins,Female,1995-11-04,Biology,2.4
1849,Dustin,Harrison,Female,1998-08-24,Biology,2.42
1850,Nicholas,Hunter,Female,1997-09-10,Biology,2.41
1851,Marcus,Brown,Male,1997-05-24,Biology,2.21
1852,Holly,Sanchez,Female,1991-09-24,Physics,3.28
1853,Kimberly,Lewis,Male,2003-07-28,Computer Science,3.53
1854,Gregory,Zuniga,Female,1992-06-21,Computer Science,2.12
1855,Rhonda,Stone,Male,2000-09-18,Biology,3.99
1856,Melissa,Jones,Female,1997-11-08,Mathematics,2.0
1857,Christine,Pruitt,Female,2003-10-30,Biology,2.52
1858,Matthew,Garza,Male,1993-02-08,Biology,3.35
1859,Michelle,Lowe,Female,1998-07-17,Computer Science,2.06
1860,Shawn,Gutierrez,Male,1994-05-26,Computer Science,2.47
1861,Stephanie,Scott,Female,1991-06-17,Computer Science,2.9
1862,Wesley,Castillo,Female,1992-09-30,Biology,3.1
1863,Eddie,Carpenter,Female,1991-05-09,Mathematics,3.18
1864,Matthew,Lucas,Female,2000-07-28,Biology,3.45
1865,Kyle,Ross,Female,1991-01-30,Biology,2.48
1866,Shannon,Powell,Female,2002-01-01,Computer Science,3.27
1867,Daisy,Padilla,Female,1998-12-21,Mathematics,2.27
1868,Anne,Lang,Female,2005-07-04,Biology,3.28
1869,Helen,Mccoy,Female,2002-06-23,Computer Science,2.94
1870,Linda,Gonzalez,Female,1998-03-21,Biology,3.08
1871,Ryan,Howard,Male,1997-03-18,Physics,2.75
1872,Jennifer,Garcia,Female,1992-07-13,Mathematics,2.0
1873,Willie,Patel,Female,2005-12-05,Biology,3.93
1874,Lisa,Moreno,Female,2004-12-03,Computer Science,2.94
1875,Dwayne,Jones,Female,2005-06-17,Mathematics,2.71
1876,James,Bryant,Male,2003-07-30,Physics,3.29
1877,Benjamin,Melendez,Male,1992-05-19,Computer Science,2.79
1878,Tara,Neal,Female,2001-05-01,Computer Science,3.05
1879,Russell,Adams,Male,2002-03-19,Mathematics,2.0
1880,Spencer,Cook,Female,2002-01-17,Physics,2.74
1881,Jennifer,Carroll,Female,2001-10-09,Computer Science,3.44
1882,Blake,Lopez,Female,2003-03-25,Computer Science,3.44
1883,Francis,Thompson,Female,1997-03-01,Computer Science,3.13
1884,Jennifer,Kane,Female,1994-03-27,Computer Science,2.9
1885,Denise,Wolf,Male,2001-01-02,Biology,2.88
1886,Stacey,Owens,Male,1990-10-01,Biology,3.39
1887,Felicia,Green,Female,2001-06-19,Physics,2.8
1888,Ashley,Lopez,Female,1997-04-26,Mathematics,2.54
1889,Amy,Mckee,Female,1993-04-20,Computer Science,3.28
1890,Tiffany,Williamson,Male,1990-02-08,Biology,2.49
1891,Jennifer,Wagner,Male,1993-05-06,Biology,3.52
