student_id,full_name,gender,major,overall_average_score,overall_attendance_percentage,course_count,failed_courses,risk_low_score,risk_low_attendance,risk_failed_courses,risk_reasons
9787,Sanduni Peiris,Female,Biology,70.25,58.38,18,0,false,true,false,Low attendance
10970,Nimal Ranatunga,Male,Biology,70.26,63.87,22,0,false,true,false,Low attendance
2356,David Thomas,Female,Mathematics,70.27,56.15,24,0,false,true,false,Low attendance
3921,Dilan Ranatunga,Male,Mathematics,70.27,61.67,18,0,false,true,false,Low attendance
2458,Alan Potter,Male,Biology,70.28,51.52,21,0,false,true,false,Low attendance
2107,Cathy Snyder,Male,Computer Science,70.28,55.25,26,0,false,true,false,Low attendance
3359,Ishara Senanayake,Male,Biology,70.29,60.79,23,0,false,true,false,Low attendance
1673,Deborah Mayer,Male,Mathematics,70.3,53.83,20,0,false,true,false,Low attendance
9518,Piumi Fernando,Female,Biology,70.3,54.76,20,0,false,true,false,Low attendance
9776,Chamara Jayasinghe,Male,Mathematics,70.3,57.32,21,0,false,true,false,Low attendance
10909,Ishara Wijesinghe,Male,Computer Science,70.3,61.06,23,0,false,true,false,Low attendance
10791,Amandi Rajapaksha,Female,Mathematics,70.31,57.62,26,0,false,true,false,Low attendance
9411,Ishani Dias,Female,Mathematics,70.31,61.52,22,0,false,true,false,Low attendance
3647,Tharindu Gunawardena,Male,Mathematics,70.32,54.64,18,0,false,true,false,Low attendance
9484,Rashmi Peiris,Female,Mathematics,70.33,57.79,21,0,false,true,false,Low attendance
2678,Autumn Atkinson,Male,Biology,70.34,52.59,18,0,false,true,false,Low attendance
1627,Kristen Douglas,Male,Mathematics,70.34,54.13,26,0,false,true,false,Low attendance
4281,Kasun Fernando,Male,Physics,70.35,52.83,24,0,false,true,false,Low attendance
5652,Supun Rajapaksha,Male,Biology,70.35,59.5,20,0,false,true,false,Low attendance
5870,Ayesh Silva,Male,Biology,70.36,56.84,22,0,false,true,false,Low attendance
1544,Aaron Rodriguez,Male,Biology,70.36,58.63,19,0,false,true,false,Low attendance
8679,Sanduni Fernando,Female,Computer Science,70.36,62.67,23,0,false,true,false,Low attendance
3046,Naveen Wijesinghe,Male,Mathematics,70.37,51.77,18,0,false,true,false,Low attendance
8295,Rashmi Silva,Female,Physics,70.37,53.91,21,0,false,true,false,Low attendance
3226,Tharindu Abeysekera,Male,Mathematics,70.37,58.23,18,0,false,true,false,Low attendance
2165,Joshua Hayes,Female,Computer Science,70.37,60.22,19,0,false,true,false,Low attendance
8141,Sanduni Gunawardena,Female,Mathematics,70.38,55.64,16,0,false,true,false,Low attendance
8321,Lahiru Wijesinghe,Male,Computer Science,70.38,59.01,22,0,false,true,false,Low attendance
9130,Chamara Abeysekera,Male,Physics,70.39,63.94,22,0,false,true,false,Low attendance
10014,Sashini Wijesinghe,Female,Biology,70.39,64.68,19,0,false,true,false,Low attendance
5593,Shehan Fernando,Male,Physics,70.41,45.49,19,0,false,true,false,Low attendance
2794,Marie Bender,Male,Biology,70.41,48.7,19,0,false,true,false,Low attendance
7601,Dilan Rajapaksha,Male,Physics,70.41,61.4,19,0,false,true,false,Low attendance
9562,Ravindu Rajapaksha,Male,Mathematics,70.42,53.35,18,0,false,true,false,Low attendance
2490,Katherine Ramsey,Female,Biology,70.42,55.93,16,0,false,true,false,Low attendance
1277,Catherine Scott,Male,,70.42,56.66,25,0,false,true,false,Low attendance
1902,Laura Jones,Female,Biology,70.43,53.93,21,0,false,true,false,Low attendance
5964,Tharindu Gunawardena,Male,Biology,70.43,55.68,22,0,false,true,false,Low attendance
5737,Hiruni Ranatunga,Female,Physics,70.45,56.63,26,0,false,true,false,Low attendance
9885,Ishara Abeysekera,Male,Biology,70.45,57.94,21,0,false,true,false,Low attendance
9645,Supun Silva,Male,Mathematics,70.45,60.37,18,0,false,true,false,Low attendance
6916,Rashmi Ranatunga,Female,Biology,70.46,55.02,17,0,false,true,false,Low attendance
2443,Anna Burns,Male,Physics,70.46,55.4,21,0,false,true,false,Low attendance
8900,Dilini Fernando,Female,Computer Science,70.47,53.55,20,0,false,true,false,Low attendance
1280,Aaron Leon,Female,Biology,70.47,53.79,24,0,false,true,false,Low attendance
9830,Nimal Ranatunga,Male,Biology,70.47,58.55,20,0,false,true,false,Low attendance
1612,William Miller,Female,Computer Science,70.48,53.86,20,0,false,true,false,Low attendance
2349,Patricia Anderson,Female,Mathematics,70.48,54.49,22,0,false,true,false,Low attendance
4745,Ravindu Gunawardena,Male,Physics,70.48,55.33,24,0,false,true,false,Low attendance
2355,Jonathan Guzman,Male,Mathematics,70.48,55.67,19,0,false,true,false,Low attendance
9688,Ishani Gunawardena,Female,Physics,70.48,57.2,20,0,false,true,false,Low attendance
3052,Dilini Peiris,Female,Computer Science,70.51,55.94,22,0,false,true,false,Low attendance
7951,Nadeesha Ranatunga,Female,Computer Science,70.52,52.1,21,0,false,true,false,Low attendance
4488,Dilini Gunawardena,Female,Mathematics,70.52,55.89,21,0,false,true,false,Low attendance
2316,Zachary Alvarez,Female,Computer Science,70.52,59.39,19,0,false,true,false,Low attendance
2276,Kyle Cross,Male,Physics,70.53,52.68,19,0,false,true,false,Low attendance
4319,Nimal Silva,Male,Computer Science,70.54,55.48,19,0,false,true,false,Low attendance
8281,Amal Herath,Male,Computer Science,70.54,58.43,17,0,false,true,false,Low attendance
1429,Nicole Mclaughlin,Male,Computer Science,70.55,56.57,22,0,false,true,false,Low attendance
7184,Ishani Ekanayake,Female,Biology,70.55,57.81,21,0,false,true,false,Low attendance
4953,Madhavi Fernando,Female,Computer Science,70.56,58.22,21,0,false,true,false,Low attendance
3360,Dilan Gunawardena,Male,Biology,70.57,60.17,20,0,false,true,false,Low attendance
5359,Rashmi Ekanayake,Female,Computer Science,70.59,50.98,22,0,false,true,false,Low attendance
5924,Ravindu Silva,Male,Biology,70.59,53.64,22,0,false,true,false,Low attendance
2493,Mary Andersen,Female,Mathematics,70.59,62.72,20,0,false,true,false,Low attendance
2199,George Reynolds,Male,Physics,70.6,56.15,22,0,false,true,false,Low attendance
9742,Sanduni Senanayake,Female,Physics,70.61,52.45,17,0,false,true,false,Low attendance
3496,Hiruni Rajapaksha,Female,Computer Science,70.61,58.22,25,0,false,true,false,Low attendance
7756,Amal Dias,Male,Physics,70.61,60.11,23,0,false,true,false,Low attendance
3545,Ravindu Wijesinghe,Male,Computer Science,70.61,60.99,21,0,false,true,false,Low attendance
3021,Amandi Wijesinghe,Female,Biology,70.62,52.55,22,0,false,true,false,Low attendance
8662,Ishani Wijesinghe,Female,Mathematics,70.62,54.29,16,0,false,true,false,Low attendance
9365,Nimal Dias,Male,Physics,70.62,57.77,22,0,false,true,false,Low attendance
2870,Chad Johnson,Female,Computer Science,70.63,59.09,19,0,false,true,false,Low attendance
2947,Benjamin Ortiz,Female,Mathematics,70.64,60.15,21,0,false,true,false,Low attendance
10154,Tharindu Gunawardena,Male,Physics,70.65,56.2,23,0,false,true,false,Low attendance
5112,Piumi Herath,Female,Mathematics,70.65,57.87,17,0,false,true,false,Low attendance
3812,Dinithi Peiris,Female,Physics,70.65,60.83,20,0,false,true,false,Low attendance
6441,Ishani Ranatunga,Female,Computer Science,70.66,47.47,18,0,false,true,false,Low attendance
10355,Sahan Jayasinghe,Male,Computer Science,70.66,49.62,23,0,false,true,false,Low attendance
6778,Sashini Dias,Female,Biology,70.66,57.55,21,0,false,true,false,Low attendance
5529,Rashmi Rajapaksha,Female,Biology,70.67,56.9,22,0,false,true,false,Low attendance
10197,Ayesh Dias,Male,Biology,70.68,51.7,20,0,false,true,false,Low attendance
9278,Ishani Fernando,Female,Physics,70.69,57.58,18,0,false,true,false,Low attendance
4547,Dilan Madushanka,Male,Computer Science,70.69,62.52,23,0,false,true,false,Low attendance
6896,Amal Rajapaksha,Male,Mathematics,70.72,55.78,19,0,false,true,false,Low attendance
3862,Tharushi Madushanka,Female,Biology,70.72,60.79,22,0,false,true,false,Low attendance
4423,Lahiru Perera,Male,Computer Science,70.72,62.52,18,0,false,true,false,Low attendance
3125,Ravindu Ranatunga,Male,Computer Science,70.73,48.71,19,0,false,true,false,Low attendance
3718,Ishani Ekanayake,Female,Biology,70.74,55.28,19,0,false,true,false,Low attendance
1169,Jodi Duran,Female,Physics,70.74,57.48,18,0,false,true,false,Low attendance
9842,Chamara Ranatunga,Male,Biology,70.74,62.79,25,0,false,true,false,Low attendance
10676,Nethmi Ekanayake,Female,Physics,70.75,53.8,16,0,false,true,false,Low attendance
8291,Lahiru Rajapaksha,Male,Biology,70.76,59.54,21,0,false,true,false,Low attendance
4538,Amal Dias,Male,Computer Science,70.78,50.34,20,0,false,true,false,Low attendance
4051,Sashini Gunawardena,Female,Physics,70.78,52.07,22,0,false,true,false,Low attendance
9623,Amal Gunawardena,Male,Physics,70.78,54.97,22,0,false,true,false,Low attendance
2600,Karen Colon,Male,Mathematics,70.78,59.65,21,0,false,true,false,Low attendance
10494,Hiruni Dias,Female,Biology,70.79,53.77,23,1,false,true,false,Low attendance
10211,Sachini Senanayake,Female,Computer Science,70.79,55.2,19,0,false,true,false,Low attendance
8823,Amandi Senanayake,Female,Computer Science,70.79,56.24,22,0,false,true,false,Low attendance
3107,Nadeesha Ekanayake,Female,Biology,70.8,55.17,23,0,false,true,false,Low attendance
9284,Ishara Dias,Male,Mathematics,70.8,55.62,17,0,false,true,false,Low attendance
6252,Amal Gunawardena,Male,Physics,70.8,58.82,22,0,false,true,false,Low attendance
8648,Ishara Madushanka,Male,Computer Science,70.81,49.58,22,0,false,true,false,Low attendance
6046,Madhavi Herath,Female,Computer Science,70.81,54.03,21,0,false,true,false,Low attendance
6458,Nadeesha Gunawardena,Female,Biology,70.81,59.34,23,0,false,true,false,Low attendance
4456,Sanduni Peiris,Female,Computer Science,70.81,60.45,20,0,false,true,false,Low attendance
4607,Chamara Herath,Male,Biology,70.82,58.8,18,0,false,true,false,Low attendance
10094,Sachini Dias,Female,Computer Science,70.83,60.89,22,0,false,true,false,Low attendance
8330,Dilini Rajapaksha,Female,Mathematics,70.84,53.54,16,0,false,true,false,Low attendance
8769,Nethmi Dias,Female,Biology,70.84,57.26,23,0,false,true,false,Low attendance
9119,Hiruni Wijesinghe,Female,Computer Science,70.85,55.38,20,0,false,true,false,Low attendance
2023,Ronald Brown,Male,Physics,70.85,56.62,20,0,false,true,false,Low attendance
4933,Dilan Rajapaksha,Male,Computer Science,70.85,61.2,20,0,false,true,false,Low attendance
3482,Tharushi Dias,Female,Mathematics,70.86,58.53,20,0,false,true,false,Low attendance
10604,Sanduni Dias,Female,Physics,70.86,63.13,21,0,false,true,false,Low attendance
8585,Hiruni Wijesinghe,Female,Computer Science,70.87,51.91,19,0,false,true,false,Low attendance
3769,Sanduni Gunawardena,Female,Biology,70.88,51.6,22,0,false,true,false,Low attendance
10794,Kusal Madushanka,Male,Mathematics,70.88,61.63,19,0,false,true,false,Low attendance
4700,Dilan Ekanayake,Male,Computer Science,70.89,60.09,19,1,false,true,false,Low attendance
1564,Lisa Wells,Male,Computer Science,70.9,53.32,22,0,false,true,false,Low attendance
10208,Chamara Senanayake,Male,Biology,70.9,53.72,22,0,false,true,false,Low attendance
6560,Sashini Senanayake,Female,Computer Science,70.9,54.38,21,0,false,true,false,Low attendance
9662,Chamara Jayasinghe,Male,Biology,70.91,52.48,19,0,false,true,false,Low attendance
7764,Ishani Perera,Female,Computer Science,70.91,55.14,18,0,false,true,false,Low attendance
9125,Tharindu Ranatunga,Male,Computer Science,70.91,58.45,19,0,false,true,false,Low attendance
8427,Nethmi Ranatunga,Female,Physics,70.92,57.02,20,0,false,true,false,Low attendance
10829,Sashini Fernando,Female,Computer Science,70.93,57.15,22,0,false,true,false,Low attendance
1389,Chase Scott,Male,Computer Science,70.94,58.31,21,0,false,true,false,Low attendance
1287,David Burke,Female,Computer Science,70.94,60.31,20,0,false,true,false,Low attendance
2002,Dwayne Williams,Female,Physics,70.94,63.05,24,0,false,true,false,Low attendance
6131,Nadeesha Gunawardena,Female,Computer Science,70.96,57.45,19,0,false,true,false,Low attendance
5104,Kavindi Ranatunga,Female,Computer Science,70.97,58.55,19,0,false,true,false,Low attendance
9956,Shehan Dias,Male,Mathematics,70.98,49.67,20,0,false,true,false,Low attendance
8217,Shehan Jayasinghe,Male,Physics,70.98,58.07,19,0,false,true,false,Low attendance
4526,Amal Fernando,Male,Mathematics,70.98,58.93,16,0,false,true,false,Low attendance
2907,Crystal Washington,Male,Biology,70.99,55.49,24,0,false,true,false,Low attendance
6719,Piumi Senanayake,Female,Physics,71.0,59.83,18,0,false,true,false,Low attendance
10883,Tharushi Madushanka,Female,Mathematics,71.0,60.42,20,0,false,true,false,Low attendance
1981,Philip Smith,Male,Mathematics,71.01,56.67,22,0,false,true,false,Low attendance
9943,Tharindu Rajapaksha,Male,Computer Science,71.01,57.46,18,0,false,true,false,Low attendance
6206,Ayesh Rajapaksha,Male,Computer Science,71.01,59.64,21,0,false,true,false,Low attendance
2948,Willie Gutierrez,Male,Computer Science,71.01,61.7,19,0,false,true,false,Low attendance
1215,Wendy Fowler,Female,Mathematics,71.02,50.72,21,0,false,true,false,Low attendance
6456,Ishara Perera,Male,Biology,71.03,56.17,19,0,false,true,false,Low attendance
5687,Nadeesha Perera,Female,Computer Science,71.03,58.39,19,0,false,true,false,Low attendance
2731,Peter Riley,Male,Mathematics,71.03,63.45,20,0,false,true,false,Low attendance
5891,Hiruni Senanayake,Female,Computer Science,71.05,49.6,24,0,false,true,false,Low attendance
5885,Sahan Gunawardena,Male,Biology,71.05,51.56,24,0,false,true,false,Low attendance
8151,Tharushi Perera,Female,Computer Science,71.05,59.78,16,0,false,true,false,Low attendance
4245,Shehan Senanayake,Male,Computer Science,71.06,53.53,20,0,false,true,false,Low attendance
3677,Ishara Jayasinghe,Male,Physics,71.06,53.64,23,0,false,true,false,Low attendance
7939,Sanduni Fernando,Female,Physics,71.06,54.74,18,0,false,true,false,Low attendance
7683,Nadeesha Wijesinghe,Female,Biology,71.07,54.46,22,0,false,true,false,Low attendance
8116,Kavindi Abeysekera,Female,Biology,71.08,50.94,25,0,false,true,false,Low attendance
10912,Sashini Ekanayake,Female,Mathematics,71.08,58.27,18,0,false,true,false,Low attendance
4748,Kusal Gunawardena,Male,Biology,71.09,56.91,21,0,false,true,false,Low attendance
8370,Ayesh Silva,Male,Computer Science,71.1,55.57,25,0,false,true,false,Low attendance
4694,Shehan Perera,Male,Physics,71.1,61.15,20,0,false,true,false,Low attendance
4661,Nadeesha Gunawardena,Female,Biology,71.11,56.67,19,0,false,true,false,Low attendance
1756,Julie Cooper,Female,Computer Science,71.11,62.16,23,0,false,true,false,Low attendance
1789,Lisa Ayala,Male,Computer Science,71.12,56.98,23,0,false,true,false,Low attendance
7215,Ishara Senanayake,Male,Physics,71.12,57.38,23,0,false,true,false,Low attendance
4852,Kusal Senanayake,Male,Biology,71.12,57.44,18,0,false,true,false,Low attendance
1264,Stephanie Keller,Female,Biology,71.12,57.82,23,0,false,true,false,Low attendance
1136,David Green,Male,Computer Science,71.12,62.37,20,0,false,true,false,Low attendance
5805,Ravindu Dias,Male,Physics,71.13,56.65,25,0,false,true,false,Low attendance
9149,Dinithi Dias,Female,Computer Science,71.13,57.66,22,0,false,true,false,Low attendance
9935,Sashini Perera,Female,Computer Science,71.14,54.11,23,0,false,true,false,Low attendance
4363,Piumi Peiris,Female,Physics,71.14,55.16,21,0,false,true,false,Low attendance
3115,Dinithi Perera,Female,Physics,71.14,59.26,25,1,false,true,false,Low attendance
4497,Madhavi Ekanayake,Female,Computer Science,71.15,55.78,22,0,false,true,false,Low attendance
9805,Tharindu Abeysekera,Male,Mathematics,71.15,55.94,22,0,false,true,false,Low attendance
2338,Brittany Jensen,Female,Physics,71.15,57.24,19,0,false,true,false,Low attendance
7349,Madhavi Peiris,Female,Biology,71.15,60.86,24,0,false,true,false,Low attendance
8087,Rashmi Senanayake,Female,Mathematics,71.16,53.87,20,0,false,true,false,Low attendance
4693,Ishara Senanayake,Male,Computer Science,71.17,57.23,25,0,false,true,false,Low attendance
7347,Ayesh Rajapaksha,Male,Physics,71.17,57.35,18,0,false,true,false,Low attendance
2914,Shannon Simmons,Female,Biology,71.17,58.02,23,0,false,true,false,Low attendance
2310,Richard Robinson,Female,Computer Science,71.17,60.21,24,0,false,true,false,Low attendance
7303,Sahan Wijesinghe,Male,Physics,71.18,63.23,18,0,false,true,false,Low attendance
7012,Kavindi Perera,Female,Biology,71.19,55.43,19,0,false,true,false,Low attendance
1556,Tyler Bowen,Male,Computer Science,71.21,56.08,25,0,false,true,false,Low attendance
5458,Sashini Jayasinghe,Female,Computer Science,71.21,58.16,20,0,false,true,false,Low attendance
6478,Ravindu Abeysekera,Male,Computer Science,71.21,61.14,20,0,false,true,false,Low attendance
10903,Lahiru Wijesinghe,Male,Biology,71.21,61.52,24,0,false,true,false,Low attendance
3137,Amal Wijesinghe,Male,Biology,71.22,59.13,21,0,false,true,false,Low attendance
2714,Julie Gutierrez,Male,Mathematics,71.23,47.97,19,0,false,true,false,Low attendance
8055,Ishara Madushanka,Male,Physics,71.23,52.82,18,0,false,true,false,Low attendance
3817,Sachini Rajapaksha,Female,Mathematics,71.24,59.31,21,0,false,true,false,Low attendance
9192,Sahan Gunawardena,Male,Physics,71.25,60.43,22,0,false,true,false,Low attendance
5252,Nadeesha Rajapaksha,Female,Physics,71.25,61.16,18,0,false,true,false,Low attendance
1933,Wendy Walters,Male,Computer Science,71.26,48.14,21,0,false,true,false,Low attendance
5715,Kavindi Dias,Female,Mathematics,71.26,60.68,15,0,false,true,false,Low attendance
6879,Chamara Rajapaksha,Male,Biology,71.26,62.02,20,0,false,true,false,Low attendance
2805,Edward Johnson,Male,Physics,71.27,52.09,24,0,false,true,false,Low attendance
7823,Madhavi Fernando,Female,Mathematics,71.27,52.25,18,0,false,true,false,Low attendance
7492,Kusal Jayasinghe,Male,Computer Science,71.27,55.98,22,0,false,true,false,Low attendance
4746,Dilan Wijesinghe,Male,Mathematics,71.27,56.19,20,0,false,true,false,Low attendance
8386,Tharindu Herath,Male,Mathematics,71.28,50.84,17,0,false,true,false,Low attendance
6822,Hiruni Senanayake,Female,Computer Science,71.28,58.09,20,0,false,true,false,Low attendance
10351,Naveen Madushanka,Male,Mathematics,71.29,56.58,20,0,false,true,false,Low attendance
5219,Nadeesha Gunawardena,Female,Physics,71.29,57.69,22,0,false,true,false,Low attendance
9791,Rashmi Wijesinghe,Female,Biology,71.3,51.69,20,0,false,true,false,Low attendance
9920,Chamara Dias,Male,Biology,71.3,54.7,21,0,false,true,false,Low attendance
6146,Sachini Fernando,Female,Biology,71.3,55.33,20,0,false,true,false,Low attendance
6399,Nadeesha Peiris,Female,Computer Science,71.3,64.11,15,0,false,true,false,Low attendance
3600,Hiruni Madushanka,Female,Physics,71.31,54.01,22,0,false,true,false,Low attendance
7116,Amal Dias,Male,Biology,71.31,60.11,20,0,false,true,false,Low attendance
7644,Ishara Perera,Male,Biology,71.32,54.0,22,0,false,true,false,Low attendance
6030,Lahiru Senanayake,Male,Mathematics,71.32,55.94,19,0,false,true,false,Low attendance
1201,Jason Kane,Female,Mathematics,71.32,60.81,21,0,false,true,false,Low attendance
10163,Chamara Senanayake,Male,Computer Science,71.33,50.65,26,0,false,true,false,Low attendance
3901,Naveen Perera,Male,Biology,71.33,56.24,23,0,false,true,false,Low attendance
7045,Nadeesha Silva,Female,Physics,71.33,58.28,21,0,false,true,false,Low attendance
9703,Sahan Jayasinghe,Male,Biology,71.33,59.94,24,0,false,true,false,Low attendance
2260,Kelly Jones,Male,Computer Science,71.33,61.71,18,0,false,true,false,Low attendance
1497,Kathryn Holmes,Male,Physics,71.33,63.82,23,0,false,true,false,Low attendance
6238,Rashmi Rajapaksha,Female,Physics,71.34,52.55,22,0,false,true,false,Low attendance
6721,Sahan Madushanka,Male,Biology,71.34,56.84,20,0,false,true,false,Low attendance
2437,Richard Zhang,Male,Mathematics,71.34,58.37,22,0,false,true,false,Low attendance
10170,Madhavi Abeysekera,Female,Mathematics,71.34,60.06,19,0,false,true,false,Low attendance
10830,Dilan Dias,Male,Computer Science,71.35,54.31,21,0,false,true,false,Low attendance
8677,Kavindi Ranatunga,Female,Mathematics,71.35,55.1,19,0,false,true,false,Low attendance
6090,Nethmi Peiris,Female,Computer Science,71.35,57.36,25,0,false,true,false,Low attendance
7216,Dilini Senanayake,Female,Biology,71.35,58.43,23,0,false,true,false,Low attendance
2599,Mark Garcia,Female,Biology,71.36,50.87,19,0,false,true,false,Low attendance
5457,Nimal Peiris,Male,Physics,71.36,54.58,20,0,false,true,false,Low attendance
7750,Dilini Peiris,Female,Mathematics,71.36,55.42,22,0,false,true,false,Low attendance
4947,Supun Rajapaksha,Male,Biology,71.36,62.43,15,0,false,true,false,Low attendance
1859,Michelle Lowe,Female,,71.37,57.14,24,0,false,true,false,Low attendance
7577,Ayesh Fernando,Male,Physics,71.37,60.81,17,0,false,true,false,Low attendance
2303,Raven Ward,Male,Biology,71.37,61.39,19,0,false,true,false,Low attendance
3972,Kavindi Ekanayake,Female,Computer Science,71.38,59.14,20,0,false,true,false,Low attendance
6077,Rashmi Herath,Female,Mathematics,71.39,56.88,22,0,false,true,false,Low attendance
4111,Rashmi Abeysekera,Female,Mathematics,71.4,49.93,17,0,false,true,false,Low attendance
4834,Rashmi Gunawardena,Female,Computer Science,71.41,56.16,22,0,false,true,false,Low attendance
8145,Dilan Ranatunga,Male,Biology,71.41,58.8,23,0,false,true,false,Low attendance
5645,Dinithi Wijesinghe,Female,Physics,71.41,60.51,21,0,false,true,false,Low attendance
10243,Amal Ekanayake,Male,Biology,71.41,62.9,26,0,false,true,false,Low attendance
9110,Madhavi Perera,Female,Biology,71.42,51.43,20,0,false,true,false,Low attendance
1953,Michelle Willis,Female,Physics,71.42,56.51,22,0,false,true,false,Low attendance
3919,Rashmi Wijesinghe,Female,Mathematics,71.43,52.68,19,0,false,true,false,Low attendance
2929,Diana Evans,Male,Mathematics,71.43,55.54,20,0,false,true,false,Low attendance
3039,Naveen Fernando,Male,Computer Science,71.43,55.93,19,0,false,true,false,Low attendance
4262,Dinithi Peiris,Female,Computer Science,71.43,59.03,21,0,false,true,false,Low attendance
10759,Ayesh Senanayake,Male,Mathematics,71.44,53.23,20,0,false,true,false,Low attendance
3519,Amal Senanayake,Male,Biology,71.44,58.81,23,0,false,true,false,Low attendance
8067,Supun Herath,Male,Biology,71.46,50.85,19,0,false,true,false,Low attendance
1360,Cory Edwards,Male,Physics,71.46,54.34,19,0,false,true,false,Low attendance
1143,Kelli Moore,Female,Computer Science,71.46,62.43,19,0,false,true,false,Low attendance
5745,Ishani Fernando,Female,Physics,71.47,49.92,23,0,false,true,false,Low attendance
1766,Samantha Bowers,Female,Physics,71.47,55.53,21,0,false,true,false,Low attendance
1498,Marilyn Howard,Male,Physics,71.47,58.66,21,0,false,true,false,Low attendance
1090,Robert Garza,Male,Physics,71.48,54.94,20,0,false,true,false,Low attendance
7415,Amandi Herath,Female,Computer Science,71.48,55.28,26,0,false,true,false,Low attendance
1825,Jennifer Reynolds,Female,Computer Science,71.48,60.47,21,0,false,true,false,Low attendance
3001,Naveen Rajapaksha,Male,Physics,71.48,61.6,22,0,false,true,false,Low attendance
7779,Ayesh Abeysekera,Male,Mathematics,71.49,57.68,17,0,false,true,false,Low attendance
9997,Dilan Abeysekera,Male,Biology,71.49,59.22,20,0,false,true,false,Low attendance
2475,Marcus Ingram,Male,Mathematics,71.5,53.66,22,0,false,true,false,Low attendance
8292,Hiruni Silva,Female,Mathematics,71.5,55.89,21,0,false,true,false,Low attendance
6503,Nethmi Perera,Female,Mathematics,71.51,57.13,21,0,false,true,false,Low attendance
10416,Ishara Dias,Male,Biology,71.52,54.24,19,0,false,true,false,Low attendance
6270,Chamara Ekanayake,Male,Biology,71.52,55.11,20,0,false,true,false,Low attendance
7319,Piumi Gunawardena,Female,Biology,71.52,64.31,24,0,false,true,false,Low attendance
4278,Naveen Senanayake,Male,Biology,71.53,56.07,22,0,false,true,false,Low attendance
9904,Naveen Herath,Male,Biology,71.53,60.48,23,0,false,true,false,Low attendance
5939,Dinithi Peiris,Female,Biology,71.54,52.82,20,0,false,true,false,Low attendance
4301,Kavindi Abeysekera,Female,Mathematics,71.54,56.0,16,0,false,true,false,Low attendance
1006,Sherry Phillips,Female,Computer Science,71.55,55.23,19,0,false,true,false,Low attendance
4461,Nadeesha Peiris,Female,Mathematics,71.56,52.29,21,0,false,true,false,Low attendance
4059,Amandi Madushanka,Female,Computer Science,71.58,53.58,23,0,false,true,false,Low attendance
9671,Nadeesha Abeysekera,Female,Mathematics,71.58,54.83,19,0,false,true,false,Low attendance
3200,Madhavi Senanayake,Female,Mathematics,71.58,57.52,24,0,false,true,false,Low attendance
2322,Anne Wagner,Male,Computer Science,71.59,55.55,18,0,false,true,false,Low attendance
2447,Brooke Estes,Male,Physics,71.59,59.79,17,0,false,true,false,Low attendance
9351,Ayesh Gunawardena,Male,Computer Science,71.6,49.91,24,0,false,true,false,Low attendance
9378,Ishani Madushanka,Female,Biology,71.6,52.73,22,0,false,true,false,Low attendance
9255,Naveen Perera,Male,Computer Science,71.6,54.99,23,0,false,true,false,Low attendance
9474,Nadeesha Herath,Female,Computer Science,71.6,57.78,21,0,false,true,false,Low attendance
6609,Nethmi Dias,Female,Biology,71.6,62.43,18,0,false,true,false,Low attendance
9451,Tharushi Gunawardena,Female,Biology,71.61,51.17,21,0,false,true,false,Low attendance
9079,Lahiru Fernando,Male,Mathematics,71.61,55.12,20,0,false,true,false,Low attendance
2658,Christian Stewart,Female,Mathematics,71.61,56.59,23,0,false,true,false,Low attendance
10459,Hiruni Wijesinghe,Female,Biology,71.61,58.35,17,0,false,true,false,Low attendance
5952,Ravindu Dias,Male,Computer Science,71.61,60.95,21,0,false,true,false,Low attendance
3547,Naveen Fernando,Male,Physics,71.62,55.0,20,0,false,true,false,Low attendance
6371,Sachini Jayasinghe,Female,Physics,71.62,56.85,19,0,false,true,false,Low attendance
8628,Madhavi Herath,Female,Computer Science,71.62,63.8,23,0,false,true,false,Low attendance
2105,Juan Allen,Female,Physics,71.63,52.44,20,0,false,true,false,Low attendance
6626,Sashini Gunawardena,Female,Computer Science,71.63,54.89,18,0,false,true,false,Low attendance
2997,Lisa Gonzalez,Female,Computer Science,71.63,59.33,21,0,false,true,false,Low attendance
5826,Dilini Ekanayake,Female,Biology,71.64,56.53,18,0,false,true,false,Low attendance
5722,Nethmi Ekanayake,Female,Physics,71.64,56.83,18,0,false,true,false,Low attendance
3746,Ravindu Senanayake,Male,Mathematics,71.64,59.06,19,0,false,true,false,Low attendance
7894,Amal Senanayake,Male,Physics,71.65,51.14,22,0,false,true,false,Low attendance
5225,Naveen Madushanka,Male,Computer Science,71.65,57.87,21,0,false,true,false,Low attendance
8539,Nethmi Ekanayake,Female,Biology,71.65,58.4,19,0,false,true,false,Low attendance
1518,Jason Duran,Male,Biology,71.66,50.37,21,0,false,true,false,Low attendance
9554,Ishara Peiris,Male,Physics,71.67,54.67,21,0,false,true,false,Low attendance
3686,Tharindu Perera,Male,Physics,71.67,55.8,20,0,false,true,false,Low attendance
5682,Nethmi Silva,Female,Computer Science,71.67,56.61,19,0,false,true,false,Low attendance
2876,Douglas Bailey,Male,Computer Science,71.67,57.28,22,0,false,true,false,Low attendance
3579,Kasun Perera,Male,Physics,71.67,61.37,17,0,false,true,false,Low attendance
8133,Nadeesha Dias,Female,Biology,71.67,61.41,26,0,false,true,false,Low attendance
9749,Piumi Senanayake,Female,Physics,71.67,61.57,21,0,false,true,false,Low attendance
9375,Tharindu Madushanka,Male,Mathematics,71.68,54.5,18,0,false,true,false,Low attendance
